QKEY,INTERVIEW_START_W153,INTERVIEW_END_W153,DEVICE_TYPE_W153,SVYMODE_W153,LANG_W153,FORM_W153,X_NONINTERNET_W153,PRZCMPGN_W153,MATTERS_W153,VOTEGEN24_W153,VOTEGEN24_LEAN_W153,VOTEGEN2_TRUMP_W153,VOTEGEN2_HARRIS_W153,VOTESTRONG_W153,DTFORAGNST_W153,KHFORAGNST_W153,SATISPRESCAND_W153,TRUMP_FEEL_PRD_W153,TRUMP_FEEL_UNE_W153,TRUMP_FEEL_ANGR_W153,TRUMP_FEEL_HPF_W153,HARRIS_FEEL_PRD_W153,HARRIS_FEEL_UNE_W153,HARRIS_FEEL_ANGR_W153,HARRIS_FEEL_HPF_W153,WINCLEAR_W153,WINCLEARWHO_W153,WINCLEARWHO2_W153,ISSUEPRES_ECON_W153,ISSUEPRES_HEALTH_W153,ISSUEPRES_GUN_W153,ISSUEPRES_SCOTUS_W153,ISSUEPRES_FP_W153,ISSUEPRES_IMM_W153,ISSUEPRES_ABTN_W153,ISSUEPRES_CLIM_W153,ISSUEPRES_RCE_W153,ISSUEPRES_CRIM_W153,CONVOP_W153,CONSUPRT_TRUMP_W153,CONSUPRT_HARRIS_W153,CONSUPRT_OTHER_W153,CONSUPRT_UNDEC_W153,CAMPISSUE_W153,NEXTCOMP_W153,DTCONF_MON_W153,DTCONF_ECON_W153,DTCONF_ABCN_W153,DTCONF_CRIM_W153,DTCONF_CLSR_W153,DTCONF_FRGN_W153,DTCONF_RACE_W153,DTCONF_HCP_W153,DTCONF_SCT_W153,DTCONF_IMMI_W153,KHCONF_MON_W153,KHCONF_ECON_W153,KHCONF_ABCN_W153,KHCONF_CRIM_W153,KHCONF_CLSR_W153,KHCONF_FRGN_W153,KHCONF_RACE_W153,KHCONF_HCP_W153,KHCONF_SCT_W153,KHCONF_IMMI_W153,ELCTCOLLB_W153,TRUMPDESC_HNST_W153,TRUMPDESC_ORD_W153,TRUMPDESC_WI_W153,TRUMPDESC_TEMP_W153,TRUMPDESC_DWN_W153,TRUMPDESC_GS_W153,TRUMPDESC_MNSHRP_W153,TRUMPDESC_MDL_W153,TRUMPDESC_STND_W153,HARRISDESC_HNST_W153,HARRISDESC_ORD_W153,HARRISDESC_WI_W153,HARRISDESC_TEMP_W153,HARRISDESC_DWN_W153,HARRISDESC_GS_W153,HARRISDESC_MNSHRP_W153,HARRISDESC_MDL_W153,HARRISDESC_STND_W153,CAMPCRIT_KH_W153,CAMPCRIT_DT_W153,EVAL_TVS_W153,EVAL_BVS_W153,ECON1_W153,ECON1B_W153,ECONCONC_PRICE_W153,ECONCONC_UNEM_W153,ECONCONC_REAL_W153,ECONCONC_STCK_W153,VTSECTECH1_W153,VTSECTECH2_W153,ELECT_AI1_W153,ELECT_AI2_W153,DT_GRPS_BLCK_W153,DT_GRPS_WHT_W153,DT_GRPS_HS_W153,DT_GRPS_AS_W153,DT_GRPS_WLTH_W153,DT_GRPS_POOR_W153,DT_GRPS_WM_W153,DT_GRPS_MN_W153,DT_GRPS_UM_W153,DT_GRPS_RRL_W153,DT_GRPS_CTS_W153,DT_GRPS_VT_W153,KH_GRPS_BLCK_W153,KH_GRPS_WHT_W153,KH_GRPS_HS_W153,KH_GRPS_AS_W153,KH_GRPS_WLTH_W153,KH_GRPS_POOR_W153,KH_GRPS_WM_W153,KH_GRPS_MN_W153,KH_GRPS_UM_W153,KH_GRPS_RRL_W153,KH_GRPS_CTS_W153,KH_GRPS_VT_W153,VPQUALREP_W153,VPQUALDEM_W153,FAVPOL_VANCE_W153,FAVPOL_WALZ_W153,PRESACTACPT_KH_FEDWRK_W153,PRESACTACPT_KH_PRDN_W153,PRESACTACPT_KH_INVSTG_W153,PRESACTACPT_KH_EO_W153,PRESACTACPT_DT_FEDWRK_W153,PRESACTACPT_DT_PRDN_W153,PRESACTACPT_DT_INVSTG_W153,PRESACTACPT_DT_EO_W153,TRUMPCHAR_GEND_W153,TRUMPCHAR_RACE_W153,TRUMPCHAR_AGE_W153,HARCHAR_RACE_W153,HARCHAR_GEND_W153,HARCHAR_AGE_W153,DTINDICTHRD_W153,DTINDICTLGL_W153,DTCRIM_NYC_W153,SEAS_W153,VACA_W153,VACA2_W153,SNSUSE_W153,ELECTFTGSNSINT_W153,TALKDISASNSINT_W153,TALKCMNSNSINT_W153,HORSE_W153,VALVOTE2016_W78,VOTECHOICE2016_VAL_W78,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_VALVOTE2020,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W78_W153,WEIGHT_W153
201801056052,27-Aug-2024 18:27:36,27-Aug-2024 18:45:07,1,1,9,1,2,1,2,2,,,1,2,,2,2,5,1,5,5,2,5,5,3,2,,99,3,2,1,2,3,4,1,1,1,3,3,,,,,2,1,4,4,4,4,4,,,,,,4,2,1,2,2,,,,,,1,4,4,4,99,4,,,,,1,2,1,2,1,,,,,,,2,,1,3,1,4,3,4,1,3,,,2,3,2,2,1,2,,,,,,,1,1,1,1,3,1,,,,,,,3,3,,,4,4,4,2,4,4,4,3,1,1,2,2,2,1,5,,2,1,2,2,2,,,,2,1,2,1,2,4,2,4,1,2,3,2,,1,2,2,1,5,2,2,2,2,2,,1,,2,3,1,1,2,3,2,1,2,0.4388883410156992,0.41434415423282495
201801056069,29-Aug-2024 13:38:38,29-Aug-2024 13:48:21,3,1,9,2,2,2,2,4,1,,,,2,,3,4,3,4,3,4,2,3,4,2,,2,1,2,2,2,2,2,3,2,2,1,3,1,1,2,1,,1,,,,,,2,3,2,2,2,,,,,,3,3,3,3,3,2,,,,,,3,2,3,2,,,,,,3,3,3,3,1,1,,,3,2,1,2,1,2,,,3,1,,,,,,,3,2,3,1,3,1,,,,,,,3,2,3,2,3,3,,,2,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,3,4,,4,2,5,1,2,2,2,1,1,1,1,2,4,2,3,2,1,5,2,,4,1,1,4,6,1,2,1,2,1,,2,,1,2,1,1,3,3,2,1,2,0.5266604238892949,0.664609194206671
201801056183,27-Aug-2024 17:23:20,27-Aug-2024 17:33:26,3,1,9,1,2,1,3,2,,,1,2,,1,3,5,2,4,5,3,3,4,3,2,,1,2,1,1,3,1,3,2,1,2,3,2,,,,,1,1,4,2,2,3,4,,,,,,3,2,3,2,2,,,,,,1,4,3,3,4,4,,,,,3,2,1,2,3,,,,,,,2,,3,3,1,4,1,3,1,4,,,3,1,3,3,1,2,,,,,,,1,1,1,1,2,1,,,,,,,2,1,,,4,4,4,4,4,4,4,4,1,1,2,1,1,1,3,,3,3,2,5,1,3,1,2,2,2,,1,2,4,1,2,2,1,6,2,,1,1,1,1,1,1,1,1,2,2,,2,,2,4,1,1,7,4,2,1,2,0.5157741617768515,0.49597483427534844
201801056246,28-Aug-2024 05:16:37,28-Aug-2024 05:27:55,1,1,9,2,2,1,1,1,,1,,1,1,,3,2,5,5,2,5,1,3,5,1,1,,1,2,1,2,1,1,2,3,4,1,1,1,1,2,2,,1,,,,,,1,1,2,2,1,,,,,,4,3,3,4,4,2,,,,,,2,1,2,1,,,,,,3,2,4,3,1,2,,,4,3,1,2,1,2,,,2,1,,,,,,,1,1,1,1,1,1,,,,,,,2,2,1,2,2,2,,,2,4,2,2,2,4,3,2,1,4,3,3,2,3,3,3,1,3,,3,2,5,1,2,2,2,1,2,,1,2,4,2,3,1,3,2,2,,1,1,1,1,1,12,,3,6,1,,1,,1,1,1,1,8,2,1,2,2,1.1008601911542644,1.244868965323536
201801056300,27-Aug-2024 15:12:20,27-Aug-2024 15:21:04,1,1,9,2,2,1,1,1,,1,,1,2,,4,1,5,5,1,5,1,1,5,2,,2,1,1,1,1,1,1,1,4,4,1,2,1,2,2,2,,1,,,,,,1,1,1,1,1,,,,,,4,4,4,4,4,2,,,,,,1,1,1,1,,,,,,4,4,4,4,1,2,,,3,2,1,1,1,1,,,2,1,,,,,,,1,1,1,1,1,1,,,,,,,2,2,2,2,2,2,,,1,4,4,4,4,4,3,3,3,3,2,2,2,1,1,1,1,3,,3,2,5,1,3,2,2,1,1,1,2,2,4,3,4,1,1,6,2,,1,1,1,1,1,2,2,2,1,1,,1,,1,1,1,1,5,2,1,1,2,0.18970108964619553,0.20633179986471228
201801056440,28-Aug-2024 09:57:19,28-Aug-2024 10:08:03,3,1,9,2,2,1,1,2,,,1,1,,1,2,5,1,1,5,1,5,5,1,2,,2,1,1,1,1,1,2,1,1,1,3,2,2,1,2,2,,1,,,,,,4,4,4,4,4,,,,,,1,1,1,1,1,1,,,,,,4,4,4,4,,,,,,1,1,1,1,2,1,,,2,3,2,3,2,2,,,4,2,,,,,,,2,3,2,3,2,2,,,,,,,1,99,1,3,1,3,,,4,1,3,3,2,2,4,4,4,4,1,1,3,2,2,3,3,1,,1,1,2,1,1,2,2,2,1,2,1,2,4,1,3,2,2,3,1,1,1,5,3,1,1,12,,3,6,2,,1,,2,4,1,1,4,4,2,2,2,0.2939321608649571,0.2689659654799142
201801056668,28-Aug-2024 08:22:37,28-Aug-2024 08:42:47,1,1,9,1,2,2,3,2,,,1,1,,1,2,5,5,5,5,3,5,5,3,2,,2,2,1,4,2,3,2,4,3,4,1,2,,,,,1,1,4,4,4,4,4,,,,,,1,1,1,1,1,,,,,,2,4,4,4,4,4,,,,,1,1,1,1,1,,,,,,,2,,2,2,4,2,4,4,1,3,,,2,1,2,2,1,2,,,,,,,1,3,1,1,3,1,,,,,,,3,3,,,4,4,3,4,4,4,4,4,3,3,3,2,2,2,5,,3,1,1,1,2,,,,2,1,2,1,3,7,2,3,2,1,5,2,,1,2,2,1,1,1,1,1,1,2,,1,,2,3,1,1,1,3,4,2,1,1.2085957496188888,1.8249164050933726
201801056738,31-Aug-2024 09:43:36,31-Aug-2024 10:08:50,1,1,9,1,2,1,1,2,,,1,1,,2,1,5,1,1,5,1,5,5,1,1,2,,1,1,1,2,3,3,2,2,1,1,3,,,,,2,2,4,4,4,4,4,,,,,,1,1,1,1,1,,,,,,1,4,4,4,4,4,,,,,1,1,1,1,1,,,,,,,2,,2,1,1,1,1,2,1,1,,,2,2,2,2,2,2,,,,,,,1,1,1,1,1,1,,,,,,,2,1,,,1,4,1,2,4,4,4,4,2,2,2,3,1,3,2,,1,2,2,4,1,1,1,2,2,,,2,3,7,3,3,2,3,1,2,,1,2,2,1,6,99,1,99,3,2,,1,,2,3,1,2,1,3,1,2,1,,0.6341991162870565
201801057037,26-Aug-2024 17:15:46,26-Aug-2024 17:26:21,1,1,9,2,2,1,1,1,,1,,1,1,,4,2,4,5,2,5,1,1,5,2,,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,,2,,,,,,1,2,2,1,1,,,,,,4,4,4,4,4,2,,,,,,2,1,2,1,,,,,,4,4,4,4,1,2,,,3,3,1,2,2,1,,,3,1,,,,,,,1,1,3,1,1,1,,,,,,,2,2,2,2,2,2,,,2,4,4,4,4,4,3,2,2,2,3,3,3,1,1,3,1,3,,1,2,3,1,3,2,2,1,1,1,1,3,7,2,4,1,1,6,2,,1,1,1,1,1,1,2,1,2,3,1,,3,1,1,1,1,8,2,3,2,2,0.6872556320956555,0.8214855113214682
201801057086,27-Aug-2024 15:44:13,27-Aug-2024 16:00:55,1,1,9,2,2,2,1,2,,,1,1,,2,2,5,1,1,5,3,4,5,3,2,,2,1,1,1,1,1,2,2,3,1,1,2,1,1,1,1,,1,,,,,,4,4,4,4,4,,,,,,2,2,1,2,2,1,,,,,,4,4,4,2,,,,,,2,1,1,2,1,1,,,3,3,1,2,1,3,,,3,3,,,,,,,2,3,2,2,3,2,,,,,,,1,3,1,3,3,3,,,4,1,4,4,4,3,4,4,4,4,1,1,2,2,2,1,4,1,,3,2,5,1,2,1,1,2,1,2,1,3,7,2,2,2,2,3,2,,1,2,2,1,1,1,1,1,2,2,,2,,2,3,1,1,9,3,1,1,2,0.4746945518608027,0.3605635302461936
201801057183,28-Aug-2024 18:34:14,28-Aug-2024 18:46:28,1,1,9,1,2,3,2,1,,1,,1,1,,3,2,5,5,2,4,1,5,5,2,,1,3,2,2,3,3,3,3,3,3,2,4,,,,,,1,1,1,2,2,2,,,,,,3,3,3,3,4,,,,,,1,3,4,2,3,3,,,,,4,4,2,2,2,,,,,,,,1,2,3,2,1,1,2,2,2,,,1,1,1,1,3,1,,,,,,,2,2,2,2,2,2,,,,,,,3,3,,,2,2,2,2,1,1,1,1,3,3,3,2,2,3,5,,2,3,2,2,1,3,2,2,1,1,2,1,3,7,3,2,2,1,5,2,,1,99,99,1,3,11,,4,6,1,,1,,1,2,1,2,4,3,1,2,2,0.4753781736307607,0.4382768312482946
201801057292,27-Aug-2024 16:43:12,27-Aug-2024 16:56:27,1,1,9,2,2,2,2,2,,,1,2,,2,3,4,2,3,4,3,5,5,3,2,,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,,1,,,,,,4,4,3,3,4,,,,,,2,2,99,2,2,1,,,,,,3,3,4,2,,,,,,2,1,2,2,2,1,,,3,3,1,1,1,1,,,4,3,,,,,,,2,3,3,2,3,2,,,,,,,1,1,1,1,1,1,,,3,2,4,4,4,4,4,4,4,4,3,1,3,2,2,3,4,1,,3,2,3,1,2,1,2,2,1,2,1,3,7,1,3,2,2,3,2,,1,2,2,1,1,1,1,1,3,2,,2,,2,3,1,1,9,3,2,2,3,1.0593948530478379,0.8099305255953175
201801057374,31-Aug-2024 14:56:42,31-Aug-2024 15:06:59,3,1,9,1,2,2,1,,,,1,1,,1,2,5,1,1,5,3,5,5,2,1,2,,1,1,1,1,1,1,1,2,1,1,3,,,,,99,1,4,4,4,4,4,,,,,,1,1,1,1,1,,,,,,1,4,4,4,4,4,,,,,1,1,1,1,1,,,,,,,2,,4,2,1,1,1,1,2,3,,,2,2,2,2,2,2,,,,,,,1,1,1,1,1,1,,,,,,,3,3,,,3,4,3,4,4,4,3,4,1,1,2,2,2,3,3,,1,3,2,5,1,3,2,99,,2,,1,3,7,1,2,2,2,3,2,,1,2,2,1,1,1,1,1,4,2,,2,,2,9,3,1,1,99,1,1,1,1.0043418422759294,0.6962174172065485
201801057457,29-Aug-2024 14:38:07,29-Aug-2024 15:02:57,1,1,9,1,2,1,1,1,,1,,1,1,,3,2,5,5,2,5,1,3,5,1,1,,1,1,1,1,1,1,2,4,2,1,2,,,,,2,1,3,1,3,1,2,,,,,,4,4,4,4,4,,,,,,2,1,1,1,2,1,,,,,4,3,4,4,4,,,,,,,,2,3,3,2,1,2,3,1,3,,,1,3,3,1,3,3,,,,,,,2,2,3,3,2,2,,,,,,,1,2,,,4,4,4,4,3,2,2,2,1,1,3,2,2,3,4,,2,3,2,5,1,1,2,2,1,1,1,1,3,7,1,4,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,2,,1,1,1,1,3,1,2,2,2,0.504614405332906,0.66741117720947285
201801057572,28-Aug-2024 10:10:05,28-Aug-2024 10:12:26,1,1,9,2,2,2,1,,,,1,1,,1,1,5,1,1,5,1,5,5,1,1,2,,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,,1,,,,,,4,4,4,4,4,,,,,,1,1,1,1,1,2,,,,,,3,2,4,3,,,,,,1,1,1,1,2,1,,,3,3,1,1,1,3,,,3,6,,,,,,,2,3,3,3,2,3,,,,,,,1,3,1,3,1,3,,,5,5,1,1,1,1,4,3,4,4,3,1,3,2,3,3,3,1,,3,2,5,1,3,2,2,,1,2,1,3,7,3,2,2,1,6,2,,1,2,2,1,6,1,1,1,1,2,,1,,2,3,2,1,2,2,1,1,1,0.6553300979160447,0.603455124791875
201801057868,28-Aug-2024 12:39:33,28-Aug-2024 13:01:53,3,1,9,1,2,1,1,2,,,1,1,,1,3,5,2,2,5,2,5,5,2,2,,2,2,1,1,2,1,1,2,1,1,2,1,,,,,2,1,4,3,3,3,4,,,,,,2,1,1,1,1,,,,,,1,4,4,3,4,3,,,,,1,1,1,1,1,,,,,,,2,,2,1,2,2,2,2,1,3,,,2,1,2,1,1,2,,,,,,,1,1,1,1,3,1,,,,,,,2,1,,,2,3,2,2,1,1,1,1,2,3,3,3,1,1,1,,1,99,1,4,2,,,,2,1,2,1,1,2,2,4,2,1,6,2,,1,1,1,1,6,2,2,2,1,2,,1,,2,4,1,1,1,4,2,1,1,0.4054324252189412,0.38858528847195006
201801057894,27-Aug-2024 15:27:40,27-Aug-2024 16:18:56,1,1,9,2,2,1,1,,,,,,,,2,1,5,5,1,5,1,1,5,1,1,,1,2,2,4,1,1,2,2,2,1,1,1,1,2,2,,2,,,,,,1,2,3,2,1,,,,,,4,4,4,4,4,2,,,,,,1,1,2,1,,,,,,4,4,4,4,1,2,,,3,2,1,2,3,4,,,3,3,,,,,,,3,1,3,1,1,1,,,,,,,3,2,3,2,2,2,,,2,4,4,4,4,4,3,2,3,2,3,3,3,3,3,3,1,3,,3,2,2,1,1,1,2,,2,,1,3,7,2,2,1,1,5,2,,2,3,5,4,1,8,,4,4,3,1,,3,1,2,3,2,9,3,1,2,3,3.0734413031996146,0.9328876711314266
201801057928,27-Aug-2024 15:31:22,27-Aug-2024 15:44:51,1,1,9,1,2,1,1,2,,,1,1,,1,2,5,1,2,5,1,5,5,2,2,,2,1,1,1,1,1,1,1,1,1,1,2,,,,,1,2,4,4,4,4,4,,,,,,2,1,1,1,2,,,,,,1,4,4,4,4,4,,,,,1,1,1,2,1,,,,,,,2,,2,1,1,1,1,2,1,3,,,2,2,2,2,1,2,,,,,,,1,1,1,1,3,1,,,,,,,2,1,,,4,4,4,2,4,4,4,3,1,1,3,3,2,3,1,,1,1,2,4,1,3,2,2,2,1,2,1,3,7,2,4,2,1,6,2,,1,2,2,1,1,1,2,1,5,2,,1,,2,4,1,1,4,5,3,2,2,0.9027415601843829,1.3223197393200217
201801057956,30-Aug-2024 07:37:58,30-Aug-2024 08:25:04,1,1,9,2,2,3,4,4,2,,,,,1,3,4,2,4,4,3,5,5,3,2,,3,2,1,1,2,2,1,2,2,1,1,4,,,,,,1,,,,,,3,3,3,3,4,,,,,,2,2,3,3,2,1,,,,,,4,3,4,3,,,,,,3,2,2,2,2,1,,,3,2,1,1,1,3,,,4,6,,,,,,,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,5,5,3,4,2,3,3,3,2,3,1,1,3,3,3,3,5,4,,1,2,5,1,2,1,1,2,2,,2,3,7,1,2,2,2,3,2,,1,2,2,1,2,1,2,1,3,2,,1,,2,3,1,1,7,3,1,2,2,1.9576482105466908,1.2785309868089687
201801058059,27-Aug-2024 18:10:58,27-Aug-2024 18:22:16,1,1,9,2,2,4,4,2,,,2,2,,1,2,5,5,3,5,5,3,5,3,2,,1,1,1,1,4,4,4,2,4,1,1,4,,,,,,1,,,,,,4,4,4,4,4,,,,,,2,2,2,2,2,1,,,,,,4,4,4,4,,,,,,2,2,2,2,2,1,,,4,2,1,1,1,3,,,4,6,,,,,,,2,2,2,2,2,2,,,,,,,3,3,3,3,3,3,,,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,1,,1,1,4,1,3,1,2,2,2,,1,3,7,2,4,3,2,4,2,,1,4,4,1,5,1,1,1,2,2,,1,,2,3,1,1,1,3,4,2,1,0.3497303312157924,0.7091717938715418
201801058077,30-Aug-2024 20:07:18,30-Aug-2024 20:23:36,3,1,9,2,2,1,1,2,,,1,1,,1,2,5,1,1,5,1,5,5,1,2,,2,1,1,1,1,3,2,1,2,2,1,2,1,1,2,2,,1,,,,,,4,4,4,4,4,,,,,,1,1,1,1,1,1,,,,,,4,4,4,3,,,,,,1,1,1,1,2,1,,,2,3,2,3,1,2,,,3,2,,,,,,,2,3,2,3,2,2,,,,,,,1,1,1,1,1,1,,,4,1,4,4,4,2,4,4,4,4,1,1,2,1,1,1,1,1,,3,1,1,1,2,2,2,2,,,1,3,7,1,3,1,1,5,2,,1,1,1,1,6,1,2,1,6,2,,2,,2,4,1,1,9,4,1,2,3,,0.6562179925394344
201801058144,28-Aug-2024 20:04:59,28-Aug-2024 20:23:33,1,1,9,2,2,2,1,1,,1,,1,1,,1,1,5,5,1,4,4,5,4,1,1,,1,1,1,1,1,1,1,1,3,1,3,1,99,99,99,,2,,,,,,1,1,1,1,1,,,,,,4,4,4,4,4,99,,,,,,1,1,1,1,,,,,,3,2,4,4,1,1,,,3,1,1,1,1,1,,,4,1,,,,,,,1,1,1,1,1,1,,,,,,,3,3,3,3,3,3,,,1,4,4,99,4,4,1,2,1,99,1,1,1,3,2,3,4,3,,2,1,99,99,,,,1,2,,1,3,7,1,2,2,2,3,2,,1,2,2,1,1,1,1,1,2,1,,1,,1,1,1,1,6,1,2,1,2,0.7525372642035774,0.4576345473000417
201801058156,27-Aug-2024 16:16:24,27-Aug-2024 16:22:22,1,1,9,1,2,3,2,2,,,1,1,,1,3,3,3,3,3,3,3,3,3,1,3,,3,2,2,3,4,2,3,3,3,3,2,,,,,2,1,2,3,3,3,3,,,,,,2,1,2,3,3,,,,,,2,4,4,4,4,4,,,,,2,1,1,2,1,,,,,,,1,,2,3,2,4,99,2,2,2,,,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,,,,,3,3,,,2,1,1,1,2,2,2,2,3,3,3,3,3,2,5,,2,1,2,3,2,,,,2,2,,1,3,7,2,2,2,3,2,2,,1,2,2,1,5,1,1,1,4,2,,2,,2,3,1,1,1,3,1,2,1,0.8694914476388402,0.9592326799932567
201801058202,28-Aug-2024 19:27:03,28-Aug-2024 20:12:19,1,1,9,2,2,1,1,1,,1,,1,1,,2,2,4,4,2,5,1,1,5,2,,1,1,3,2,1,1,1,1,4,4,2,2,1,2,2,1,,1,,,,,,1,1,1,1,1,,,,,,4,4,4,4,4,2,,,,,,1,2,3,2,,,,,,4,4,4,4,1,1,,,4,1,1,2,1,2,,,2,3,,,,,,,1,1,3,1,1,1,,,,,,,2,2,3,2,2,2,,,2,4,4,3,4,3,4,3,4,2,2,2,2,1,1,1,3,3,,2,1,4,2,,,,1,1,1,1,3,7,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,1,9,1,1,1,3,0.5980513396558113,0.6579589006832556
201801058449,31-Aug-2024 08:32:42,31-Aug-2024 09:08:52,1,1,9,2,2,2,2,1,,1,,2,2,,3,3,4,5,3,4,3,5,4,2,,1,1,3,3,4,2,2,2,3,3,3,4,,,,,,1,,,,,,2,2,2,1,2,,,,,,3,1,3,4,3,1,,,,,,3,2,3,1,,,,,,3,1,3,3,2,2,,,3,1,1,3,2,3,,,3,3,,,,,,,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,2,3,3,2,2,3,3,2,2,3,1,3,2,3,2,1,3,2,,3,1,5,1,3,2,2,1,2,,1,3,7,2,2,2,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,1,9,1,1,1,3,0.4508054175406931,0.4994928026757136
201801058480,01-Sep-2024 22:58:01,01-Sep-2024 23:16:34,1,1,9,1,2,2,2,4,2,,,,,2,3,4,2,2,4,3,3,4,4,2,,1,1,1,1,2,1,1,2,1,1,1,2,,,,,1,1,3,3,4,3,3,,,,,,3,2,2,2,2,,,,,,2,4,3,2,4,4,,,,,3,2,2,2,2,,,,,,,2,,3,1,1,3,2,3,1,3,,,3,3,3,3,1,3,,,,,,,3,3,3,3,3,3,,,,,,,3,3,,,4,3,3,3,4,3,3,3,3,3,2,3,2,3,4,,3,3,2,4,2,,,,2,1,2,1,3,7,2,4,2,1,6,2,,1,1,1,1,3,1,2,1,6,2,,2,,2,4,1,1,3,4,2,2,2,0.5785622930075095,0.7138124039171253
201801058496,27-Aug-2024 23:23:24,27-Aug-2024 23:56:35,1,1,9,1,2,2,2,1,,2,,2,2,,2,3,3,4,3,5,3,3,3,2,,1,1,1,2,3,1,2,3,3,2,1,2,,,,,1,1,4,1,2,2,3,,,,,,4,3,3,2,2,,,,,,2,1,2,1,3,3,,,,,3,2,3,2,1,,,,,,,,1,3,2,2,2,1,2,1,4,,,3,3,3,2,3,1,,,,,,,3,3,3,3,3,3,,,,,,,3,3,,,4,3,2,3,4,3,2,3,3,1,3,2,3,3,4,,2,3,1,2,1,3,2,2,1,99,,1,3,7,99,2,1,1,6,2,,2,3,5,4,1,8,,4,3,3,2,,3,2,3,1,99,7,3,1,1,2,0.631079249390456,0.4209844164896211
201801058545,29-Aug-2024 11:48:12,29-Aug-2024 12:02:16,1,1,9,2,2,1,1,2,,,1,2,,1,2,5,1,1,5,3,5,5,3,2,,2,1,1,1,1,2,1,1,2,1,1,3,99,1,2,1,,1,,,,,,3,4,3,3,3,,,,,,2,2,2,2,3,1,,,,,,4,4,4,1,,,,,,2,1,1,1,2,1,,,2,3,1,1,1,1,,,3,1,,,,,,,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,5,5,4,4,4,4,4,4,4,4,1,1,3,2,2,2,4,1,,3,2,5,1,3,1,1,2,1,2,1,3,7,2,2,2,2,3,2,,1,2,2,1,1,1,2,1,3,2,,1,,2,3,1,1,8,2,1,2,2,0.8847306797952829,0.6533300815000561
201801058653,27-Aug-2024 15:10:55,27-Aug-2024 15:22:28,1,1,9,2,2,1,1,2,,,1,1,,2,2,5,1,1,5,3,5,5,3,2,,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,,1,,,,,,4,4,4,4,4,,,,,,2,1,1,1,2,1,,,,,,4,4,4,1,,,,,,1,1,1,1,99,1,,,3,3,1,1,1,2,,,3,3,,,,,,,2,3,2,2,2,2,,,,,,,1,3,3,3,3,1,,,4,2,4,4,4,4,4,4,4,4,1,1,2,2,2,1,3,1,,3,2,4,1,2,2,2,2,1,,1,3,7,2,4,2,2,3,1,1,1,1,3,1,1,1,1,1,1,2,,1,,2,3,1,1,9,3,1,2,2,0.3266769252525019,0.36695843032362935
201801058768,27-Aug-2024 21:08:56,27-Aug-2024 21:23:19,1,1,9,1,2,1,1,2,,,2,2,,2,4,5,1,1,5,3,3,4,3,2,,2,1,1,2,1,1,1,1,1,1,1,2,,,,,2,1,4,2,4,2,4,,,,,,4,2,1,2,3,,,,,,1,4,4,4,4,4,,,,,4,2,4,4,2,,,,,,,2,,4,2,1,1,1,4,1,4,,,2,3,2,3,1,2,,,,,,,1,3,3,3,2,1,,,,,,,2,2,,,3,4,3,2,3,4,4,3,1,3,2,1,2,1,4,,1,3,2,2,1,2,2,2,2,1,2,1,3,7,2,3,2,2,3,2,,1,1,1,1,2,3,2,4,5,2,,2,,2,4,1,2,9,4,1,1,2,0.30046867516229836,0.321044446129404
201801058836,27-Aug-2024 14:41:15,27-Aug-2024 14:55:57,3,1,9,1,2,1,1,1,,1,,2,1,,3,1,5,5,2,5,1,5,5,2,,1,1,3,2,1,1,1,2,4,4,1,2,,,,,2,2,3,1,2,1,4,,,,,,4,4,3,4,4,,,,,,2,2,1,1,4,3,,,,,4,4,4,2,4,,,,,,,,2,3,1,1,1,2,3,2,4,,,1,1,1,1,1,1,,,,,,,2,3,2,2,3,3,,,,,,,1,2,,,4,2,4,2,4,2,4,2,1,1,2,1,1,1,1,,2,3,2,1,2,,,,1,1,3,1,3,7,1,3,1,1,6,2,,1,1,1,1,1,5,,4,1,1,,1,,1,1,1,1,9,2,1,1,3,0.20272010123412357,0.1845414325105712
